Name,Team,,BB%,K%,OPS,ISO,BABIP,Spd,LD%,GB%,FB%,HR/FB,Hard%,H,HR,R,RBI,BB,SB,G,2B,3B,CS,AB,O-Swing%,O-Contact%,NameASCII,PlayerId,MLBAMID
"Adolis García","TEX",,0.102848101,0.276898734,0.835639753,0.263063063,0.279538904,4.515954183246555,0.163212435,0.367875647,0.468911917,0.215469613,0.426,136,39,108,107,65,9,148,29,0,1,555,0.3296,0.5848,"Adolis Garcia",19287,666969
"Josh Jung","TEX",,0.058252427,0.293203883,0.781090302,0.20083682,0.339869281,2.987694879941608,0.243161094,0.364741641,0.392097264,0.178294573,0.4103,127,23,75,70,30,1,122,25,1,3,478,0.3613,0.5837,"Josh Jung",26299,673962
"Tucker Barnhart","CHC",,0.097560975,0.341463414,0.541433578,0.055045871,0.313432835,2.2902421201001304,0.19117647,0.455882352,0.352941176,0.041666666,0.1324,22,1,6,9,12,1,47,3,0,0,109,0.3032,0.5833,"Tucker Barnhart",10200,571466
"Fernando Tatis Jr.","SDP",,0.083464566,0.222047244,0.770462213,0.191304348,0.298543689,5.921672487822929,0.192219679,0.471395881,0.336384439,0.170068027,0.4064,148,25,91,78,53,29,141,33,1,4,575,0.3568,0.5828,"Fernando Tatis Jr.",19709,665487
"Javier Báez","DET",,0.043875685,0.228519195,0.592889463,0.103921569,0.274406332,6.477302375083507,0.180878552,0.49870801,0.320413436,0.072580645,0.2835,113,9,58,59,24,12,136,18,4,0,510,0.4599,0.582,"Javier Baez",12979,595879
"Tommy Pham","- - -",,0.097713097,0.22037422,0.774491717,0.190140845,0.3,6.054908486136126,0.220858895,0.487730061,0.291411042,0.168421052,0.4202,109,16,55,68,47,22,129,27,3,3,426,0.233,0.5787,"Tommy Pham",2967,502054
"Matt Wallner","MIN",,0.11023622,0.314960629,0.877120993,0.258215962,0.327731092,4.812801471901744,0.203007518,0.32330827,0.47368421,0.222222222,0.3684,53,14,42,41,28,2,76,11,1,1,213,0.2866,0.5787,"Matt Wallner",26466,670242
"Emmanuel Rivera","ARI",,0.077738515,0.197879858,0.672464285,0.097276264,0.313432835,2.66177193622984,0.23902439,0.434146341,0.326829268,0.059701492,0.3366,67,4,32,29,22,1,86,13,0,0,257,0.304,0.5784,"Emmanuel Rivera",19890,656896
"Taylor Walls","TBR",,0.126074498,0.263610315,0.637931034,0.132013201,0.261083743,7.5968059637600085,0.185714285,0.352380952,0.461904761,0.082474226,0.2453,61,8,50,36,44,22,99,12,2,1,303,0.2125,0.5783,"Taylor Walls",22458,670764
"Christian Encarnacion-Strand","CIN",,0.058091286,0.286307053,0.805278306,0.207207207,0.335714285,3.03211283671343,0.267973856,0.346405228,0.385620915,0.220338983,0.3399,60,13,29,37,14,2,63,7,0,0,222,0.3872,0.578,"Christian Encarnacion-Strand",30011,687952
"Max Muncy","LAD",,0.146804835,0.264248704,0.808437067,0.263485477,0.220735785,2.853438150151634,0.173134328,0.334328358,0.492537313,0.218181818,0.3761,102,36,95,105,85,1,135,17,1,2,482,0.2604,0.5776,"Max Muncy",13301,571970
"Anthony Volpe","NYY",,0.086522462,0.277870216,0.665958101,0.17375231,0.259154929,6.182059871930753,0.217741935,0.411290322,0.370967741,0.152173913,0.3369,113,21,62,60,52,24,159,23,4,5,541,0.3201,0.5771,"Anthony Volpe",27647,683011
"Henry Davis","PIT",,0.098039215,0.270588235,0.653071895,0.137777778,0.273333333,2.6188125075904773,0.184713375,0.445859872,0.369426751,0.120689655,0.3822,48,7,27,24,25,3,62,10,0,5,225,0.3178,0.5758,"Henry Davis",29617,680779
"Nick Maton","DET",,0.129692832,0.249146757,0.592892115,0.13253012,0.205882352,1.946182167664677,0.163841807,0.355932203,0.480225988,0.094117647,0.2849,43,8,29,32,38,1,93,9,0,2,249,0.2936,0.5753,"Nick Maton",21635,665155
"Eloy Jiménez","CHW",,0.061349693,0.190184049,0.757762888,0.168859649,0.305475504,0.9884453712500001,0.158904109,0.531506849,0.309589041,0.159292035,0.3781,124,18,50,64,30,0,120,23,0,0,456,0.3948,0.5751,"Eloy Jimenez",17484,650391
"Willson Contreras","STL",,0.103030303,0.224242424,0.825589314,0.203271028,0.311036789,2.7526535820632207,0.210031347,0.460815047,0.329153605,0.19047619,0.4219,113,20,55,67,51,6,125,27,0,3,428,0.3449,0.5746,"Willson Contreras",11609,575929
"Randal Grichuk","- - -",,0.061571125,0.203821656,0.779119824,0.19124424,0.308641975,3.7713580744332242,0.205882352,0.408823529,0.385294117,0.122137404,0.3853,116,16,65,44,29,2,118,31,2,2,434,0.3733,0.5744,"Randal Grichuk",10243,545341
"Oscar Colás","CHW",,0.045627376,0.269961977,0.570990694,0.097959184,0.280701754,4.150103970502638,0.16184971,0.514450867,0.323699421,0.089285714,0.3202,53,5,32,19,12,4,75,9,0,3,245,0.4414,0.5742,"Oscar Colas",30162,693049
"Jacob Stallings","MIA",,0.097826086,0.242753623,0.564695331,0.095435684,0.248554913,1.21428570875,0.149425287,0.48275862,0.367816091,0.046875,0.3073,46,3,22,20,27,0,89,14,0,0,241,0.246,0.5724,"Jacob Stallings",13723,607732
"Gary Sánchez","- - -",,0.078651685,0.250936329,0.780056179,0.275,0.211538461,1.13822750875,0.137142857,0.394285714,0.468571428,0.231707317,0.4057,52,19,33,47,21,0,75,9,0,0,240,0.2893,0.5707,"Gary Sanchez",11442,596142
"Akil Baddoo","DET",,0.117647058,0.249299719,0.681654025,0.153846154,0.267605633,5.282033269687424,0.156950672,0.461883408,0.381165919,0.129411764,0.292,68,11,40,34,42,14,112,13,1,3,312,0.2915,0.569,"Akil Baddoo",22168,668731
"Dairon Blanco","KCR",,0.072463768,0.239130434,0.775142314,0.193548387,0.329545454,8.972098315521889,0.188235294,0.494117647,0.317647058,0.111111111,0.2903,32,3,19,18,10,24,69,7,4,5,124,0.3099,0.5682,"Dairon Blanco",19779,680118
"Connor Wong","BOS",,0.05459057,0.332506203,0.672944743,0.150943396,0.340611353,6.227921425396952,0.221276595,0.425531914,0.353191489,0.108433734,0.3195,87,9,55,36,22,8,126,25,2,2,371,0.3925,0.5681,"Connor Wong",19896,657136
"Brandon Marsh","PHI",,0.125,0.305084745,0.829470685,0.18069307,0.396825396,6.306782084577949,0.210727969,0.448275862,0.340996168,0.13483146,0.3283,112,12,58,60,59,10,133,25,6,2,404,0.282,0.5675,"Brandon Marsh",20202,669016
"Trey Mancini","CHC",,0.079847908,0.296577946,0.635020786,0.102127659,0.326923076,1.86160714,0.1875,0.475,0.3375,0.074074074,0.3063,55,4,31,28,21,0,79,12,0,0,235,0.3376,0.5667,"Trey Mancini",15149,641820
"Willy Adames","MIL",,0.111285266,0.258620689,0.716620036,0.189873418,0.259459459,3.4766606027804903,0.192893401,0.360406091,0.446700507,0.136363636,0.3528,120,24,73,80,71,5,149,29,2,3,553,0.3556,0.5652,"Willy Adames",15986,642715
"Shohei Ohtani","LAA",,0.151919866,0.238731218,1.066381453,0.350100604,0.341853035,6.613154487800863,0.182072829,0.422969187,0.394957983,0.312056737,0.4286,151,44,102,95,91,20,135,26,8,6,497,0.3331,0.565,"Shohei Ohtani",19755,660271
"Tyler Stephenson","CIN",,0.09090909,0.261121856,0.695709323,0.135483871,0.314465408,2.65022059499997,0.226586102,0.486404833,0.287009063,0.136842105,0.3384,113,13,59,56,47,0,142,20,2,1,465,0.2746,0.5644,"Tyler Stephenson",17988,663886
"Brandon Drury","LAA",,0.047801147,0.26003824,0.802834558,0.235051546,0.307926829,2.8848507985649157,0.192090395,0.423728813,0.38418079,0.19117647,0.3559,127,26,61,83,25,0,125,30,3,2,485,0.3826,0.5636,"Brandon Drury",11615,592273
"Rougned Odor","SDP",,0.108280254,0.235668789,0.65443552,0.152173913,0.24742268,3.942013905429291,0.25,0.32,0.43,0.093023255,0.3069,28,4,21,18,17,2,59,9,0,1,138,0.309,0.5636,"Rougned Odor",12282,596059
"Zack Gelof","OAK",,0.086666666,0.273333333,0.840370369,0.237037037,0.331428571,5.83371360103151,0.255319148,0.409574468,0.335106382,0.222222222,0.3651,72,14,40,32,26,14,69,20,1,2,270,0.3247,0.5634,"Zack Gelof",29766,680869
"JJ Bleday","OAK",,0.138613861,0.237623762,0.665699773,0.16015625,0.2259887,3.735066252626861,0.135869565,0.434782608,0.429347826,0.126582278,0.3209,50,10,35,27,42,5,82,11,0,1,256,0.2402,0.5614,"JJ Bleday",26368,668709
"Jorge Mateo","BAL",,0.062857142,0.234285714,0.607064501,0.122641509,0.267241379,8.357505071105496,0.181434599,0.443037974,0.375527426,0.078651685,0.3033,69,7,58,34,22,32,116,14,2,5,318,0.3608,0.5607,"Jorge Mateo",17273,622761
"Tyler O'Neill","STL",,0.105263157,0.251879699,0.715391419,0.172268908,0.283950617,3.832052973019243,0.192982456,0.426900584,0.380116959,0.138461538,0.3626,55,9,27,21,28,5,72,14,0,0,238,0.2848,0.5604,"Tyler O'Neill",15711,641933
"Francisco Alvarez","NYM",,0.08037825,0.260047281,0.720860717,0.227748691,0.221774193,2.743265409862251,0.131868131,0.439560439,0.428571428,0.213675213,0.3553,80,25,51,63,34,2,123,12,0,0,382,0.2898,0.5599,"Francisco Alvarez",26121,682626
"Yoán Moncada","CHW",,0.056022408,0.299719887,0.730471828,0.164670659,0.350230414,3.0563406845010013,0.263157894,0.421052631,0.315789473,0.152777777,0.3289,87,11,39,40,20,1,92,20,1,0,334,0.3229,0.5598,"Yoan Moncada",17232,660162
"Austin Hays","BAL",,0.067137809,0.249116607,0.769319108,0.169230769,0.345108695,4.280323582571031,0.169270833,0.450520833,0.380208333,0.109589041,0.3568,143,16,76,67,38,5,144,36,2,1,520,0.3355,0.5592,"Austin Hays",19363,669720
"Trea Turner","PHI",,0.06512301,0.2170767,0.778355289,0.192488263,0.310344827,7.385611366016807,0.210204081,0.395918367,0.393877551,0.134715025,0.349,170,26,102,76,45,30,155,35,5,0,639,0.3829,0.5589,"Trea Turner",16252,607208
"Billy McKinney","NYY",,0.115646258,0.265306122,0.725977891,0.1796875,0.273809523,4.696699873276769,0.2,0.422222222,0.377777777,0.176470588,0.3556,29,6,19,14,17,1,48,3,1,0,128,0.2614,0.5581,"Billy McKinney",15654,641856
"Kevin Smith","OAK",,0.034246575,0.349315068,0.545784081,0.14074074,0.253164556,3.8541029947076177,0.142857142,0.428571428,0.428571428,0.138888888,0.2921,25,5,15,11,5,1,49,4,0,0,135,0.4329,0.5581,"Kevin Smith",20242,675656
"Mitch Haniger","SFG",,0.065502183,0.283842794,0.631304454,0.156398104,0.269503546,4.344318146459219,0.210884353,0.353741496,0.435374149,0.09375,0.3605,44,6,27,28,15,1,61,13,1,0,211,0.2933,0.557,"Mitch Haniger",14274,571745
"Ezequiel Tovar","COL",,0.040650406,0.269918699,0.695029944,0.154905335,0.327543424,5.535843424525218,0.23501199,0.426858513,0.338129496,0.106382978,0.3167,147,15,79,73,25,11,153,37,4,5,581,0.454,0.557,"Ezequiel Tovar",24064,678662
"Stone Garrett","WSN",,0.095940959,0.302583025,0.800548539,0.188034188,0.364864864,3.7372837764901483,0.286624203,0.318471337,0.394904458,0.14516129,0.414,63,9,40,40,26,3,89,17,0,1,234,0.3801,0.556,"Stone Garrett",19273,656448
"Andrew McCutchen","PIT",,0.158562367,0.21141649,0.775871414,0.141025641,0.312056737,3.561065716566242,0.217687074,0.425170068,0.357142857,0.114285714,0.3095,100,12,55,43,75,11,112,19,0,3,390,0.2126,0.5556,"Andrew McCutchen",9847,457705
"Trevor Story","BOS",,0.053571428,0.327380952,0.566455696,0.113924051,0.29,4.869450892086716,0.176470588,0.401960784,0.421568627,0.069767441,0.3204,32,3,12,14,9,10,43,9,0,3,158,0.3352,0.5556,"Trevor Story",12564,596115
"Brendan Rodgers","COL",,0.057291666,0.213541666,0.700140449,0.129213483,0.315789473,2.5225741150000003,0.167883211,0.532846715,0.299270072,0.097560975,0.3358,46,4,21,20,11,0,46,9,1,0,178,0.3257,0.5547,"Brendan Rodgers",17907,663898
"Mark Vientos","NYM",,0.042918454,0.30472103,0.620191361,0.155963303,0.264285714,3.1738012170168766,0.167785234,0.516778523,0.315436241,0.191489361,0.4161,46,9,19,22,10,1,65,5,1,0,218,0.3931,0.5544,"Mark Vientos",22184,668901
"Eric Haase","- - -",,0.058020477,0.276450511,0.527597239,0.08029197,0.268421052,4.064986714139005,0.206185567,0.422680412,0.37113402,0.055555555,0.2769,55,4,22,26,17,4,89,8,1,1,274,0.4072,0.5515,"Eric Haase",14111,606992
"Corey Seager","TEX",,0.09141791,0.164179104,1.012566882,0.295597484,0.339779005,2.444903895899092,0.202531645,0.4,0.397468354,0.210191082,0.4835,156,33,88,96,49,2,119,42,0,1,477,0.3361,0.551,"Corey Seager",13624,608369
"Bryan Reynolds","PIT",,0.0828125,0.215625,0.789617813,0.196864111,0.303827751,5.779491331340762,0.239819004,0.429864253,0.330316742,0.164383561,0.3235,151,24,85,84,53,12,145,31,5,1,574,0.3023,0.5499,"Bryan Reynolds",19326,668804
"Matt Thaiss","LAA",,0.117263843,0.270358306,0.658912897,0.125954198,0.2716763,2.849132428327697,0.209944751,0.425414364,0.364640883,0.136363636,0.3077,56,9,32,31,36,2,95,6,0,0,262,0.2374,0.5471,"Matt Thaiss",19318,642136
"Giancarlo Stanton","NYY",,0.09879518,0.29879518,0.69518397,0.229110512,0.209821428,0.8672889525,0.125,0.431451612,0.443548387,0.218181818,0.4153,71,24,43,60,41,0,101,13,0,0,371,0.2944,0.5443,"Giancarlo Stanton",4949,519317
"Jake Meyers","HOU",,0.076246334,0.258064516,0.678064705,0.155339806,0.283018867,4.641862999418808,0.172727272,0.422727272,0.404545454,0.11235955,0.2928,70,10,42,33,26,5,112,16,1,2,309,0.302,0.5439,"Jake Meyers",20308,676694
"MJ Melendez","KCR",,0.102990033,0.282392026,0.713363209,0.163227017,0.31054131,4.527202014128802,0.204359673,0.359673024,0.435967302,0.1,0.4196,125,16,65,56,62,6,148,29,5,4,533,0.2981,0.5429,"MJ Melendez",22197,669004
"Kevin Kiermaier","TOR",,0.071078431,0.210784313,0.740786239,0.154054054,0.321428571,7.7518492515505635,0.192307692,0.555944055,0.251748251,0.111111111,0.2595,98,8,58,36,29,14,129,21,6,1,370,0.3159,0.5424,"Kevin Kiermaier",11038,595281
"Kyle Schwarber","PHI",,0.175,0.298611111,0.816559828,0.276923077,0.208588957,2.223103500570542,0.161290322,0.344086021,0.494623655,0.255434782,0.3914,115,47,108,104,126,0,160,19,1,2,585,0.2412,0.542,"Kyle Schwarber",16478,656941
"Jordan Walker","STL",,0.079569892,0.223655913,0.787173578,0.169047619,0.331125827,3.9101647629929785,0.179245283,0.468553459,0.352201257,0.142857142,0.3491,116,16,51,51,37,7,117,19,2,4,420,0.3671,0.5378,"Jordan Walker",27475,691023
"Joey Wiemer","MIL",,0.087804878,0.282926829,0.645324649,0.158038147,0.258333333,4.461604652931225,0.13833992,0.466403162,0.395256916,0.13,0.3478,75,13,48,42,36,11,132,19,0,4,367,0.3376,0.5375,"Joey Wiemer",27690,686894
"Brett Baty","NYM",,0.074550128,0.280205655,0.59827085,0.110481586,0.279661016,3.0514802422637075,0.224489795,0.502040816,0.273469387,0.134328358,0.2846,75,9,41,34,29,2,108,12,0,0,353,0.2975,0.5357,"Brett Baty",26123,683146
"Ji Man Choi","- - -",,0.085470085,0.299145299,0.623931623,0.221153846,0.169230769,1.30357142125,0.197183098,0.408450704,0.394366197,0.214285714,0.4366,17,6,12,13,10,0,39,5,0,0,104,0.2884,0.5326,"Ji Man Choi",5452,596847
"Brian Anderson","MIL",,0.099722991,0.299168975,0.678173835,0.141509434,0.308823529,3.735157677919915,0.192488262,0.474178403,0.333333333,0.126760563,0.3239,72,9,38,40,36,1,96,12,3,3,318,0.3205,0.5318,"Brian Anderson",18289,605119
"Jeremy Peña","HOU",,0.067823343,0.203470031,0.705092018,0.117850953,0.323462414,4.891713478556111,0.191441441,0.542792792,0.265765765,0.084745762,0.3,152,10,81,52,43,13,150,32,3,9,577,0.3814,0.5312,"Jeremy Pena",21636,665161
"Drew Waters","KCR",,0.080118694,0.317507418,0.677186707,0.149006622,0.321052631,7.623213439081758,0.232323232,0.363636363,0.404040404,0.1,0.3081,69,8,40,32,27,16,98,11,5,5,302,0.3428,0.5283,"Drew Waters",20505,671221
"Bryce Harper","PHI",,0.146520146,0.217948717,0.900004809,0.205689278,0.352024922,4.331983421744188,0.24852071,0.446745562,0.304733727,0.203883495,0.4064,134,21,84,72,80,11,126,29,1,3,457,0.3663,0.5276,"Bryce Harper",11579,547180
"Jack Suwinski","PIT",,0.140449438,0.322097378,0.793090012,0.230425056,0.290196078,5.099805611562408,0.185714285,0.278571428,0.535714285,0.173333333,0.3416,100,26,63,74,75,13,144,21,2,2,447,0.22,0.5274,"Jack Suwinski",22244,669261
"Zack Short","DET",,0.110671936,0.260869565,0.631366515,0.135746606,0.255033557,3.3191612433836175,0.163398692,0.346405228,0.490196078,0.093333333,0.3082,45,7,17,33,28,5,112,9,0,0,221,0.1989,0.5268,"Zack Short",19562,670097
"Shea Langeliers","OAK",,0.069387755,0.291836734,0.680840088,0.207589286,0.245614035,4.357981448447349,0.146579804,0.364820846,0.488599348,0.146666666,0.3377,92,22,52,63,34,3,135,19,4,2,448,0.3582,0.5263,"Shea Langeliers",25816,669127
"Kyle Higashioka","NYY",,0.053846153,0.284615384,0.687354414,0.17768595,0.291925465,0.952283365,0.198830409,0.391812865,0.409356725,0.142857142,0.3953,57,10,24,34,14,0,92,13,0,0,242,0.3429,0.526,"Kyle Higashioka",5517,543309
"Zach Neto","LAA",,0.060790273,0.234042553,0.685089458,0.152249135,0.27184466,4.275880530968761,0.205607476,0.378504672,0.41588785,0.101123595,0.3148,65,9,38,34,20,5,84,17,0,1,289,0.2985,0.5253,"Zach Neto",31347,687263
"Alfonso Rivas III","- - -",,0.073170731,0.292682926,0.725297036,0.19266055,0.309859154,4.247881984663683,0.219178082,0.369863013,0.410958904,0.1,0.3467,25,3,8,15,9,1,48,10,1,0,109,0.2685,0.525,"Alfonso Rivas III",21560,663845
"Dylan Moore","SEA",,0.096969696,0.339393939,0.730616509,0.220689655,0.280487804,6.015958013432034,0.13483146,0.292134831,0.573033707,0.137254901,0.3708,30,7,18,19,16,7,67,9,1,3,145,0.3169,0.5246,"Dylan Moore",18042,664238
"James McCann","BAL",,0.039823008,0.252212389,0.645869889,0.154589372,0.273972602,4.117334365623248,0.218543046,0.390728476,0.390728476,0.101694915,0.3097,46,6,25,26,9,3,70,14,0,1,207,0.4163,0.5245,"James McCann",12859,543510
"Byron Buxton","MIN",,0.100864553,0.314121037,0.731448126,0.230263158,0.252747252,6.057561091993367,0.140703517,0.316582914,0.542713567,0.157407407,0.3367,63,17,49,42,35,9,85,17,1,0,304,0.3126,0.5228,"Byron Buxton",14161,621439
"Brandon Crawford","SFG",,0.0875,0.253125,0.587214904,0.120141343,0.24120603,4.287762758514226,0.180487804,0.419512195,0.4,0.085365853,0.285,55,7,31,38,28,3,94,11,1,0,283,0.3461,0.5205,"Brandon Crawford",5343,543063
"Christian Bethancourt","TBR",,0.039156626,0.274096385,0.634728815,0.155555555,0.277777777,3.702185428804372,0.138392857,0.486607142,0.375,0.13095238,0.3421,71,11,49,33,13,1,104,16,0,0,315,0.4762,0.52,"Christian Bethancourt",10028,542194
"Jarred Kelenic","SEA",,0.098557692,0.317307692,0.746277914,0.166666666,0.359307359,5.126088100616473,0.289256198,0.429752066,0.280991735,0.161764705,0.3264,94,11,44,49,41,13,105,25,2,5,372,0.3166,0.5194,"Jarred Kelenic",22558,672284
"Will Benson","CIN",,0.121580547,0.313069908,0.86299948,0.222996515,0.390804597,8.001801670131595,0.232432432,0.372972972,0.394594594,0.150684931,0.3676,79,11,51,31,40,19,108,15,8,3,287,0.2316,0.5191,"Will Benson",21853,666181
"Luis Robert Jr.","CHW",,0.050420168,0.28907563,0.857378779,0.278388279,0.313609467,5.735787046529861,0.19680851,0.364361702,0.438829787,0.23030303,0.3351,144,38,90,80,30,20,145,36,1,4,546,0.433,0.5185,"Luis Robert Jr.",20043,673357
"Chris Taylor","LAD",,0.106770833,0.325520833,0.745639176,0.183431953,0.326633165,5.7046133192109165,0.248826291,0.305164319,0.446009389,0.157894736,0.285,80,15,51,56,41,16,117,15,1,3,338,0.271,0.5184,"Chris Taylor",13757,621035
"Liover Peguero","PIT",,0.051643192,0.31455399,0.653358226,0.136363636,0.32,5.19917365098469,0.192307692,0.515384615,0.292307692,0.184210526,0.306,47,7,21,26,11,6,59,4,1,2,198,0.3266,0.5172,"Liover Peguero",24273,678894
"Austin Slater","SFG",,0.096618357,0.280193236,0.747826086,0.12972973,0.368852459,2.521977000912905,0.214285714,0.492063492,0.293650793,0.135135135,0.3071,50,5,24,20,20,2,89,9,0,2,185,0.2495,0.5169,"Austin Slater",16153,596103
"Patrick Wisdom","CHC",,0.099337748,0.367549668,0.789036544,0.29477612,0.237037037,4.485678291176288,0.165605095,0.305732484,0.52866242,0.277108433,0.4088,55,23,43,46,30,4,97,8,1,2,268,0.2781,0.5163,"Patrick Wisdom",13602,621550
"Edouard Julien","MIN",,0.156862745,0.31372549,0.839415261,0.195266272,0.370558375,3.944414388478153,0.258215962,0.502347417,0.239436619,0.31372549,0.3271,89,16,60,37,64,3,109,16,1,0,338,0.1717,0.5146,"Edouard Julien",27534,666397
"Jordan Diaz","OAK",,0.058020477,0.23549488,0.63700813,0.143382353,0.257731958,0.7767873604570166,0.171568627,0.529411764,0.299019607,0.163934426,0.299,60,10,20,27,17,0,90,9,0,1,272,0.4192,0.5131,"Jordan Diaz",22650,672478
"Martín Maldonado","HOU",,0.073710073,0.341523341,0.606294146,0.157458564,0.259615384,0.8571428525,0.214611872,0.351598173,0.433789954,0.157894736,0.3277,69,15,33,36,30,0,117,12,0,0,362,0.3557,0.5123,"Martin Maldonado",6887,455117
"Cavan Biggio","TOR",,0.118343195,0.260355029,0.7104789,0.134948097,0.304123711,4.2856157080827195,0.205,0.38,0.415,0.108433734,0.3202,68,9,54,40,40,5,111,12,0,2,289,0.1912,0.5102,"Cavan Biggio",19252,624415
"Wil Myers","CIN",,0.085106382,0.340425531,0.540607423,0.094488189,0.272727272,2.9312694374178934,0.175,0.5,0.325,0.115384615,0.2716,24,3,11,12,12,2,37,3,0,1,127,0.3257,0.51,"Wil Myers",10047,571976
"Jazz Chisholm Jr.","MIA",,0.067885117,0.308093994,0.761051284,0.207386363,0.31797235,6.7063462671608285,0.166666666,0.478070175,0.355263157,0.234567901,0.3418,88,19,50,51,26,22,97,12,2,3,352,0.2846,0.5097,"Jazz Chisholm Jr.",20454,665862
"Brandon Belt","TOR",,0.150990099,0.3490099,0.858487397,0.235988201,0.370165745,1.17801339,0.215384615,0.302564102,0.482051282,0.202127659,0.37,86,19,53,43,61,0,103,23,0,0,339,0.2185,0.5085,"Brandon Belt",10264,474832
"Eugenio Suárez","SEA",,0.100864553,0.308357348,0.714070917,0.158862876,0.313672922,1.8692606970944665,0.227848101,0.339240506,0.432911392,0.12865497,0.3671,139,22,68,96,70,2,162,29,0,1,598,0.2642,0.508,"Eugenio Suarez",12552,553993
"Jake Burger","- - -",,0.059259259,0.275925925,0.827551941,0.268292682,0.284345047,2.5416510909737364,0.18443804,0.429394812,0.386167146,0.253731343,0.4092,123,34,71,80,32,1,141,28,1,1,492,0.4126,0.506,"Jake Burger",22275,669394
"Michael A. Taylor","MIN",,0.067010309,0.335051546,0.720175598,0.222535212,0.27804878,5.810667739252467,0.178899082,0.422018348,0.399082568,0.24137931,0.3493,78,21,48,51,26,13,129,14,1,1,355,0.3409,0.5048,"Michael A. Taylor",11489,572191
"Matt Carpenter","SDP",,0.17299578,0.282700421,0.641182834,0.143617022,0.231404958,1.92730992050184,0.16,0.272,0.568,0.070422535,0.2937,33,5,18,31,41,1,76,12,0,0,188,0.2457,0.5035,"Matt Carpenter",8090,572761
"Mike Ford","SEA",,0.095617529,0.322709163,0.797595007,0.246575342,0.276422764,1.241995065,0.187050359,0.316546762,0.496402877,0.231884057,0.3381,50,16,32,34,24,0,84,6,0,0,219,0.2674,0.5031,"Mike Ford",15585,645801
"Mickey Moniak","LAA",,0.027863777,0.349845201,0.801678395,0.215434083,0.39673913,4.852477621015196,0.241025641,0.312820512,0.446153846,0.16091954,0.3687,87,14,35,45,9,6,85,21,2,3,311,0.4876,0.503,"Mickey Moniak",19956,666160
"Oswald Peraza","NYY",,0.068062827,0.261780104,0.538692006,0.080924855,0.256198347,3.4811096625277527,0.186991869,0.495934959,0.31707317,0.051282051,0.2927,33,2,15,14,13,4,52,8,0,3,173,0.3106,0.5,"Oswald Peraza",22823,672724
"Nolan Gorman","STL",,0.114224137,0.318965517,0.805418718,0.241379311,0.296137339,3.2930689568973737,0.23076923,0.288461538,0.48076923,0.216,0.3577,96,27,59,76,53,7,119,17,0,2,406,0.3014,0.4985,"Nolan Gorman",22263,669357
"Teoscar Hernández","SEA",,0.056047197,0.311209439,0.740509734,0.1776,0.341772151,3.685864912775871,0.194774346,0.432304038,0.372921615,0.165605095,0.399,161,26,70,93,38,7,160,29,2,2,625,0.3846,0.4983,"Teoscar Hernandez",13066,606192
"Jake Bauers","NYY",,0.099264705,0.349264705,0.692634904,0.210743802,0.268115942,2.7455614477095653,0.193333333,0.38,0.426666666,0.1875,0.36,49,12,28,30,27,3,84,15,0,2,242,0.2745,0.4972,"Jake Bauers",15194,641343
"Seth Brown","OAK",,0.079365079,0.267195767,0.691719961,0.183673469,0.269565217,3.164807921584639,0.159836065,0.364754098,0.475409836,0.120689655,0.3837,76,14,33,52,30,3,112,19,1,1,343,0.3447,0.4966,"Seth Brown",18171,664913
"Nick Castellanos","PHI",,0.053651266,0.275707898,0.787513747,0.204472843,0.337320574,4.4327241444059355,0.219239373,0.411633109,0.369127516,0.175757575,0.3624,170,29,79,106,36,11,157,37,2,2,626,0.428,0.4961,"Nick Castellanos",11737,592206
"Tom Murphy","SEA",,0.062893081,0.276729559,0.873374071,0.248275862,0.357894736,1.08035714,0.184466019,0.446601941,0.368932038,0.210526315,0.4078,42,8,19,17,10,0,47,12,0,0,145,0.3282,0.4953,"Tom Murphy",13499,608596
"Jake Rogers","DET",,0.076712328,0.323287671,0.729823046,0.223564955,0.268041237,2.271281055666314,0.213953488,0.36744186,0.418604651,0.233333333,0.3519,73,21,47,49,28,1,107,11,0,1,331,0.2648,0.4951,"Jake Rogers",19452,668670
"Seby Zavala","- - -",,0.062176165,0.3626943,0.544652206,0.142857143,0.23,2.823689206452892,0.233644859,0.392523364,0.373831775,0.175,0.2936,30,7,17,18,12,1,73,4,0,0,175,0.4028,0.4942,"Seby Zavala",18887,664874
"Tyler Soderstrom","OAK",,0.079710144,0.311594202,0.471884057,0.08,0.2125,0.8571428525,0.144578313,0.554216867,0.301204819,0.12,0.3253,20,3,9,7,11,0,45,1,0,0,125,0.3467,0.4904,"Tyler Soderstrom",27467,691016
"J.D. Davis","SFG",,0.095238095,0.278388278,0.737867647,0.164583334,0.319620253,2.4765118483619992,0.19760479,0.526946107,0.275449101,0.195652173,0.3503,119,18,61,69,52,1,144,23,1,0,480,0.3034,0.4903,"J.D. Davis",16219,605204
"Brandon Lowe","TBR",,0.114678899,0.272935779,0.770952473,0.212201592,0.275,4.861018747699323,0.145593869,0.406130268,0.448275862,0.179487179,0.3831,87,21,58,68,50,7,109,15,1,0,377,0.3389,0.4898,"Brandon Lowe",18882,664040
"Jared Triolo","PIT",,0.114832535,0.301435406,0.785349863,0.099447514,0.439655172,4.520226047095399,0.277310924,0.403361344,0.319327731,0.078947368,0.3109,54,3,30,21,24,6,54,9,0,1,181,0.2925,0.4894,"Jared Triolo",25807,669707
