Name,Team,,BB%,K%,OPS,ISO,BABIP,Spd,LD%,GB%,FB%,HR/FB,Hard%,H,HR,R,RBI,BB,SB,G,2B,3B,CS,AB,O-Swing%,O-Contact%,NameASCII,PlayerId,MLBAMID
"DJ LeMahieu","NYY",,0.123844731,0.131238447,0.734281068,0.115631691,0.284974093,2.832096350767211,0.184343434,0.532828282,0.282828282,0.107142857,0.2281,122,12,74,46,67,4,125,18,0,3,467,0.2759,0.803,"DJ LeMahieu",9874,518934
"Yuli Gurriel","HOU",,0.051369863,0.125,0.647304259,0.117431193,0.265524625,3.8332618238415783,0.185263157,0.406315789,0.408421052,0.041237113,0.2716,132,8,53,53,30,8,146,40,0,0,545,0.3787,0.8008,"Yuli Gurriel",19198,493329
"Tony Kemp","OAK",,0.080645161,0.123655913,0.641418128,0.09859155,0.259433962,5.116708353823025,0.202409638,0.409638554,0.387951807,0.04347826,0.1927,117,7,61,46,45,11,147,24,2,1,497,0.3301,0.7974,"Tony Kemp",14894,643393
"Jeff McNeil","NYM",,0.067911714,0.103565365,0.836037166,0.127579738,0.352564102,3.3263726557096778,0.238396624,0.411392405,0.35021097,0.054216867,0.2474,174,9,73,62,40,4,148,39,1,0,533,0.3382,0.7955,"Jeff McNeil",15362,643446
"Austin Meadows","DET",,0.108843537,0.115646258,0.675063775,0.078125,0.288288288,3.111567439315782,0.189189189,0.369369369,0.441441441,0,0.2973,32,0,9,11,16,0,36,6,2,1,128,0.2471,0.7907,"Austin Meadows",15672,640457
"David Fletcher","LAA",,0.030701754,0.070175438,0.620943952,0.078703704,0.267676767,3.4285735400356683,0.246153846,0.353846153,0.4,0.025641025,0.1287,55,2,20,17,7,1,61,9,1,0,216,0.3547,0.7895,"David Fletcher",17992,664058
"Wander Franco","TBR",,0.075581395,0.095930232,0.745685824,0.140127389,0.29032258,6.359120372635965,0.245614035,0.442105263,0.312280701,0.06741573,0.2842,87,6,46,33,26,8,83,20,3,0,314,0.3474,0.7895,"Wander Franco",23667,677551
"Bryson Stott","PHI",,0.077253218,0.190987124,0.652937472,0.12412178,0.273556231,5.4924993155919,0.175595238,0.464285714,0.360119047,0.082644628,0.2735,100,10,58,49,36,12,127,19,2,4,427,0.313,0.7842,"Bryson Stott",26294,681082
"Myles Straw","CLE",,0.090604026,0.145973154,0.564142987,0.052336449,0.261061946,6.514064921815031,0.190687361,0.472283813,0.337028824,0,0.2467,118,0,72,32,54,21,152,22,3,1,535,0.2342,0.7838,"Myles Straw",17620,664702
"Keibert Ruiz","WSN",,0.069284064,0.115473441,0.672906091,0.109137056,0.27138643,3.039376666836786,0.228323699,0.401734104,0.369942196,0.0546875,0.2767,99,7,33,36,30,6,112,22,0,1,394,0.3656,0.7827,"Keibert Ruiz",19610,660688
"Adam Frazier","SEA",,0.07641196,0.121262458,0.611539388,0.072088725,0.267515923,4.867154110377294,0.239915074,0.411889596,0.348195329,0.018292682,0.2092,129,3,61,42,46,11,156,22,4,6,541,0.327,0.7816,"Adam Frazier",15223,624428
"Nicky Lopez","KCR",,0.060416666,0.13125,0.553786842,0.045871559,0.264705882,6.279922303655292,0.211382113,0.54200542,0.246612466,0,0.2188,99,0,51,20,29,13,142,12,4,3,436,0.3347,0.7808,"Nicky Lopez",19339,670032
"José Ramírez","CLE",,0.100729927,0.119708029,0.868887619,0.234608985,0.278557114,5.276878542299867,0.170454545,0.323863636,0.505681818,0.108614232,0.2917,168,29,90,126,69,20,157,44,5,7,601,0.3226,0.78,"Jose Ramirez",13510,608070
"Alejo Lopez","CIN",,0.057692307,0.134615384,0.645137046,0.068965517,0.300813008,4.9039814715439345,0.274193548,0.459677419,0.266129032,0.03030303,0.1774,38,1,15,10,9,3,61,5,1,1,145,0.3383,0.7788,"Alejo Lopez",21127,664670
"Kevin Newman","PIT",,0.051779935,0.155339805,0.687488689,0.097222222,0.322175732,5.403671248224489,0.259414225,0.426778242,0.313807531,0.026666666,0.2058,79,2,31,24,16,8,78,18,2,2,288,0.3591,0.7763,"Kevin Newman",17696,621028
"Christian Vázquez","- - -",,0.051643192,0.16197183,0.714051477,0.125628141,0.309597523,1.8169631361217176,0.225903614,0.451807228,0.322289156,0.084112149,0.259,109,9,41,52,22,1,119,23,0,4,398,0.3555,0.7745,"Christian Vazquez",9774,543877
"Alejandro Kirk","TOR",,0.116451016,0.107208872,0.786427812,0.129787235,0.298507462,1.05474238375,0.192307692,0.5,0.307692307,0.109375,0.375,134,14,59,63,63,0,139,19,0,0,470,0.2628,0.7735,"Alejandro Kirk",22581,672386
"J.P. Crawford","SEA",,0.112769485,0.132669983,0.675341611,0.092664092,0.274599542,3.198821661621762,0.234090909,0.452272727,0.313636363,0.04347826,0.2225,126,6,57,42,68,3,145,24,3,2,518,0.2427,0.7713,"J.P. Crawford",15491,641487
"Nico Hoerner","CHC",,0.054158607,0.11025145,0.736449289,0.128898129,0.300480769,6.438304231778157,0.207058823,0.46117647,0.331764705,0.070921985,0.2394,135,10,60,55,28,20,135,22,5,2,481,0.3624,0.77,"Nico Hoerner",21479,663538
"Isaac Paredes","TBR",,0.115485564,0.175853018,0.739507259,0.229607251,0.195121951,1.6868448543695018,0.12406015,0.421052631,0.454887218,0.165289256,0.282,68,20,48,45,44,0,111,16,0,1,331,0.2508,0.7683,"Isaac Paredes",20036,670623
"Jose Altuve","HOU",,0.109271523,0.144039735,0.920624049,0.233396585,0.314769975,5.044068353890352,0.203703703,0.409722222,0.386574074,0.16766467,0.3016,158,28,103,57,66,18,141,39,0,1,527,0.3139,0.7681,"Jose Altuve",5417,514888
"Tyler Heineman","- - -",,0.045977011,0.097701149,0.543986511,0.050955414,0.242857142,3.4542558954456775,0.233082706,0.353383458,0.413533834,0,0.1736,34,0,16,9,8,1,62,8,0,0,157,0.4189,0.7676,"Tyler Heineman",13897,623168
"Owen Miller","CLE",,0.06779661,0.197033898,0.652262551,0.108490566,0.290419161,3.5563170675317313,0.229411764,0.432352941,0.338235294,0.052173913,0.25,103,6,53,51,32,2,130,26,1,0,424,0.3742,0.767,"Owen Miller",24655,680911
"Santiago Espinal","TOR",,0.073319755,0.138492871,0.692159446,0.102449888,0.299734748,2.7162581723717842,0.230366492,0.429319371,0.340314136,0.053846153,0.2494,120,7,51,51,36,6,135,25,0,6,449,0.2956,0.7638,"Santiago Espinal",19997,669289
"Jonah Bride","OAK",,0.101604278,0.171122994,0.547988848,0.043209877,0.246153846,2.8975897914353617,0.20610687,0.450381679,0.34351145,0.022222222,0.2879,33,1,17,6,19,1,58,4,0,0,162,0.2652,0.7623,"Jonah Bride",24703,681146
"Yadier Molina","STL",,0.018518518,0.148148148,0.53486005,0.087786259,0.233944954,2.9189419830336565,0.210762331,0.381165919,0.408071748,0.054945054,0.2197,56,5,19,24,5,2,80,8,0,0,262,0.4621,0.7595,"Yadier Molina",7007,425877
"Austin Nola","SDP",,0.085642317,0.151133501,0.649237329,0.077809798,0.284246575,2.521403918025369,0.206081081,0.425675675,0.368243243,0.036697247,0.3165,87,4,40,40,34,2,110,15,0,1,347,0.2527,0.7571,"Austin Nola",15941,543592
"Jean Segura","PHI",,0.064599483,0.149870801,0.722922961,0.110169491,0.306620209,4.01299187521179,0.164983164,0.565656565,0.269360269,0.125,0.266,98,10,45,33,25,13,98,9,0,6,354,0.3746,0.7539,"Jean Segura",5933,516416
"Tommy La Stella","SFG",,0.056410256,0.153846153,0.632051282,0.111111112,0.271523178,1.3207417525,0.235294117,0.405228758,0.359477124,0.036363636,0.2418,43,2,17,14,11,0,60,14,0,0,180,0.3023,0.7519,"Tommy La Stella",12371,600303
"Luis Urías","MIL",,0.105932203,0.209745762,0.738686648,0.16502463,0.273648648,2.269897208893104,0.201923076,0.365384615,0.432692307,0.118518518,0.3205,97,16,54,47,50,1,119,17,1,2,406,0.2651,0.7517,"Luis Urias",16622,649966
"Freddie Freeman","LAD",,0.118644067,0.144067796,0.918217569,0.18627451,0.358870967,4.802820884407389,0.274661508,0.386847195,0.338491295,0.12,0.3694,199,21,117,100,84,13,159,47,2,3,612,0.3131,0.75,"Freddie Freeman",5361,518692
"Joey Wendle","MIA",,0.040431266,0.134770889,0.657527844,0.100864553,0.292929292,4.506017005585097,0.167785234,0.55033557,0.281879194,0.035714285,0.2625,90,3,27,32,15,12,101,24,1,3,347,0.4307,0.75,"Joey Wendle",13853,621563
"Will Smith","LAD",,0.096885813,0.166089965,0.807127482,0.20472441,0.275510204,2.871047025145402,0.211538461,0.317307692,0.471153846,0.122448979,0.3269,132,24,68,87,56,1,137,26,3,0,508,0.2537,0.7493,"Will Smith",19197,669257
"Richie Palacios","CLE",,0.073170731,0.162601626,0.578397211,0.053571428,0.279569892,3.3693077481468725,0.206521739,0.456521739,0.336956521,0,0.1828,26,0,7,10,9,2,54,6,0,0,112,0.3127,0.7473,"Richie Palacios",24589,680700
"Vinnie Pasquantino","KCR",,0.117449664,0.114093959,0.832162738,0.15503876,0.305555555,1.4586923626459423,0.191111111,0.408888888,0.4,0.111111111,0.3717,76,10,25,26,35,1,72,10,0,0,258,0.2894,0.7472,"Vinnie Pasquantino",27676,686469
"Alex Bregman","HOU",,0.132621951,0.117378048,0.82023322,0.195255475,0.259825327,1.9847995636563205,0.189189189,0.332640332,0.478170478,0.1,0.3098,142,23,93,93,87,1,155,38,0,2,548,0.2181,0.7448,"Alex Bregman",17678,608324
"Ha-Seong Kim","SDP",,0.087628865,0.171821305,0.707676477,0.131528047,0.290243902,4.826339146810491,0.211904761,0.395238095,0.392857142,0.066666666,0.2736,130,11,58,59,51,12,150,29,3,2,517,0.275,0.743,"Ha-Seong Kim",27506,673490
"Tyler Wade","LAA",,0.061349693,0.202453987,0.544260741,0.054421769,0.274336283,5.6038843232085656,0.216494845,0.402061855,0.381443298,0.027027027,0.1176,32,1,22,8,10,8,67,5,0,5,147,0.2764,0.7423,"Tyler Wade",15730,642180
"Yandy Díaz","TBR",,0.139784946,0.107526881,0.824266671,0.126849894,0.32345679,2.2026343631009278,0.185990338,0.497584541,0.31642512,0.06870229,0.3551,140,9,71,57,78,3,137,33,0,3,473,0.2308,0.7404,"Yandy Diaz",16578,650490
"Whit Merrifield","- - -",,0.069090909,0.154545454,0.673181818,0.125,0.276442307,5.1743244815563685,0.197149643,0.408551068,0.394299287,0.06626506,0.2506,126,11,70,58,38,16,139,28,1,5,504,0.35,0.7383,"Whit Merrifield",11281,593160
"Yonathan Daza","COL",,0.06372549,0.142156862,0.73330295,0.083333334,0.347003154,3.4385377588931036,0.23899371,0.553459119,0.207547169,0.03030303,0.2469,112,2,56,34,26,0,113,21,2,3,372,0.394,0.738,"Yonathan Daza",15794,602074
"Alcides Escobar","WSN",,0.038167938,0.244274809,0.541800048,0.064516129,0.29347826,5.3045860116419155,0.296703296,0.351648351,0.351648351,0,0.1087,27,0,12,8,5,1,42,4,2,1,124,0.4385,0.7348,"Alcides Escobar",6310,444876
"Andrew Benintendi","- - -",,0.099808061,0.147792706,0.772209244,0.095444686,0.3515625,4.051035447003103,0.22077922,0.433766233,0.345454545,0.037593984,0.3128,140,5,54,51,52,8,126,23,3,3,461,0.2785,0.7344,"Andrew Benintendi",17901,643217
"Amed Rosario","CLE",,0.037313432,0.165671641,0.715393987,0.120879121,0.325626204,6.699928680554361,0.201886792,0.524528301,0.273584905,0.075862068,0.2642,180,11,86,71,25,18,153,26,9,4,637,0.4253,0.7338,"Amed Rosario",15518,642708
"Justin Turner","LAD",,0.093984962,0.167293233,0.787658248,0.160256411,0.312834224,2.785730919900841,0.245478036,0.320413436,0.434108527,0.077380952,0.3204,130,13,61,81,50,3,128,36,0,0,468,0.3132,0.7335,"Justin Turner",5235,457759
"Ketel Marte","ARI",,0.098566308,0.181003584,0.727292595,0.166666667,0.276041666,4.22119153802505,0.187341772,0.42278481,0.389873417,0.077922077,0.346,118,12,68,52,55,5,137,42,2,1,492,0.3066,0.7335,"Ketel Marte",13613,606466
"Mark Canha","NYM",,0.088560885,0.178966789,0.769756073,0.136363636,0.308988764,3.051932259683954,0.200542005,0.452574525,0.346883468,0.1015625,0.2846,123,13,71,61,48,3,140,24,0,1,462,0.277,0.7316,"Mark Canha",11445,592192
"Vimael Machín","OAK",,0.098814229,0.18577075,0.587390771,0.067264574,0.269662921,2.4492035718680887,0.234636871,0.430167597,0.33519553,0.016666666,0.2682,49,1,26,13,25,1,73,12,0,1,223,0.3059,0.7312,"Vimael Machin",17684,605353
"Gio Urshela","MIN",,0.074410163,0.174228675,0.766709774,0.143712575,0.325814536,2.9576393488111714,0.228155339,0.424757281,0.347087378,0.09090909,0.3325,143,13,61,64,41,1,144,27,3,0,501,0.3969,0.7308,"Gio Urshela",10681,570482
"Adley Rutschman","BAL",,0.138297872,0.182978723,0.806425745,0.190954774,0.291390728,4.211767654058207,0.231746031,0.384126984,0.384126984,0.107438016,0.3079,101,13,70,42,65,4,113,35,1,0,398,0.2543,0.7299,"Adley Rutschman",26288,668939
"Alex Kirilloff","MIN",,0.032051282,0.23076923,0.651433691,0.111111111,0.308411214,1.327067665,0.145454545,0.554545454,0.3,0.09090909,0.3091,36,3,14,21,5,0,45,7,0,0,144,0.3501,0.728,"Alex Kirilloff",20325,666135
"Alec Bohm","PHI",,0.049128367,0.174326465,0.712983345,0.11774744,0.3192389,3.3680058426827015,0.234567901,0.460905349,0.304526748,0.087837837,0.3148,164,13,79,72,31,2,152,24,3,3,586,0.3542,0.7271,"Alec Bohm",21618,664761
"Harold Castro","DET",,0.038374717,0.178329571,0.68095238,0.109523809,0.31845238,2.242467192048144,0.257309941,0.444444444,0.298245614,0.06862745,0.237,114,7,37,47,17,0,120,21,2,1,420,0.4222,0.7268,"Harold Castro",14691,605612
"Alex Verdugo","BOS",,0.065217391,0.133540372,0.732361504,0.124789207,0.30876494,2.2255189102627577,0.214424951,0.45614035,0.329434697,0.065088757,0.306,166,11,75,74,42,1,152,39,1,3,593,0.2896,0.7266,"Alex Verdugo",17027,657077
"Jurickson Profar","SDP",,0.110942249,0.156534954,0.722602056,0.147826087,0.27173913,3.962212393912111,0.217299578,0.438818565,0.343881856,0.092024539,0.295,140,15,82,58,73,5,152,36,2,1,575,0.2702,0.7264,"Jurickson Profar",10815,595777
"Josh Naylor","CLE",,0.07630522,0.16064257,0.77139292,0.195991091,0.268361581,2.879753205054225,0.173796791,0.489304812,0.336898395,0.158730158,0.3503,115,20,47,79,38,6,122,28,0,1,449,0.3752,0.7253,"Josh Naylor",18839,647304
"Jose Trevino","NYY",,0.042492917,0.175637393,0.671345819,0.140298507,0.273764258,3.2501697425321847,0.186813186,0.399267399,0.413919413,0.097345132,0.2701,83,11,39,43,15,2,115,12,1,1,335,0.4191,0.7247,"Jose Trevino",16725,624431
"Cedric Mullins","BAL",,0.069940476,0.1875,0.721346176,0.144736842,0.299363057,6.576783856918837,0.176842105,0.387368421,0.435789473,0.077294685,0.2684,157,16,89,64,47,34,156,32,4,10,608,0.3423,0.723,"Cedric Mullins",17929,656775
"Raimel Tapia","TOR",,0.036951501,0.187066974,0.671618117,0.114355231,0.314814814,5.279070963878777,0.196374622,0.546827794,0.256797583,0.082352941,0.2784,109,7,47,52,16,8,128,20,3,2,411,0.4463,0.7217,"Raimel Tapia",14350,606132
"Brendan Donovan","STL",,0.128205128,0.149572649,0.772520906,0.097186701,0.330188679,2.8522375402865157,0.236024844,0.52795031,0.236024844,0.065789473,0.2654,110,5,64,45,60,2,126,21,1,3,391,0.2321,0.7214,"Brendan Donovan",24679,680977
"Nolan Arenado","STL",,0.083870967,0.116129032,0.89127816,0.240574506,0.289760348,2.584047209271021,0.204498977,0.296523517,0.498977505,0.122950819,0.319,163,30,73,103,52,5,148,42,1,3,557,0.3606,0.7209,"Nolan Arenado",9777,571448
"Gavin Sheets","CHW",,0.065853658,0.209756097,0.706262534,0.169761273,0.272401433,0.6707697587499999,0.150170648,0.402730375,0.447098976,0.114503816,0.2891,91,15,34,53,27,0,124,19,0,0,377,0.3708,0.7207,"Gavin Sheets",19901,657757
"Charlie Blackmon","COL",,0.055459272,0.188908145,0.733004049,0.154716981,0.303921568,4.528051738902325,0.227488151,0.433649289,0.338862559,0.111888111,0.2874,140,16,60,78,32,4,135,22,6,1,530,0.359,0.72,"Charlie Blackmon",7859,453568
"Corey Dickerson","STL",,0.04040404,0.161616161,0.698239811,0.131672598,0.301310043,1.9653880025000001,0.212765957,0.459574468,0.327659574,0.077922077,0.2426,75,6,28,36,12,0,97,17,1,0,281,0.4509,0.7197,"Corey Dickerson",10762,572816
"Omar Narváez","MIL",,0.097972972,0.192567567,0.596868934,0.099236641,0.247524752,1.61279384625,0.196078431,0.357843137,0.446078431,0.043956043,0.2415,54,4,21,23,29,0,84,12,1,0,262,0.3208,0.7195,"Omar Narvaez",13338,553882
"Rob Refsnyder","BOS",,0.084745762,0.259887005,0.880912816,0.189542484,0.394230769,2.567032146888284,0.281818181,0.372727272,0.345454545,0.157894736,0.3727,47,6,25,21,15,1,57,11,0,1,153,0.2727,0.7193,"Rob Refsnyder",13770,608701
"Eric Hosmer","- - -",,0.088305489,0.15274463,0.715707825,0.113157895,0.304207119,0.9491548462499999,0.179810725,0.567823343,0.25236593,0.1,0.2744,102,8,38,44,37,0,104,19,0,0,380,0.3706,0.7174,"Eric Hosmer",3516,543333
"Josh Harrison","CHW",,0.049411764,0.167058823,0.68725119,0.113989638,0.296774193,3.9898658245410257,0.173501577,0.438485804,0.388012618,0.056910569,0.2539,99,7,50,27,21,2,119,19,2,1,386,0.3943,0.7172,"Josh Harrison",8202,543281
"Josh Bell","- - -",,0.125193199,0.157650695,0.783902691,0.155797102,0.296127562,2.4488131377832048,0.186403508,0.504385964,0.309210526,0.120567375,0.2961,147,17,78,71,81,0,156,29,3,1,552,0.2907,0.7166,"Josh Bell",13145,605137
"Michael Papierski","- - -",,0.097087378,0.252427184,0.414535958,0.043956044,0.1875,1.22240259,0.23076923,0.446153846,0.323076923,0.047619047,0.1343,13,1,7,4,10,0,39,1,0,0,91,0.3379,0.7162,"Michael Papierski",21386,657709
"Yan Gomes","CHC",,0.027303754,0.160409556,0.62489491,0.129963899,0.252212389,2.7085610025727873,0.217948717,0.452991452,0.329059829,0.103896103,0.2511,65,8,23,31,8,2,86,12,0,0,277,0.4188,0.716,"Yan Gomes",9627,543228
"Wilmer Flores","SFG",,0.098006644,0.171096345,0.709900331,0.165714286,0.246341463,2.0881696400000003,0.191142191,0.342657342,0.466200466,0.095,0.2967,120,19,72,71,59,0,151,28,1,0,525,0.3066,0.7159,"Wilmer Flores",5827,527038
"Ehire Adrianza","- - -",,0.1,0.227272727,0.46982193,0.030927836,0.232876712,3.269160580756024,0.197183098,0.507042253,0.295774647,0,0.2055,17,0,8,7,11,1,37,3,0,0,97,0.332,0.7108,"Ehire Adrianza",8418,501303
"Anthony Santander","BAL",,0.085007727,0.188562596,0.773096413,0.214285714,0.247641509,1.5659118252248312,0.188596491,0.313596491,0.497807017,0.145374449,0.3479,138,33,78,89,55,0,152,24,0,2,574,0.3496,0.7102,"Anthony Santander",14551,623993
"Vidal Bruján","TBR",,0.074074074,0.228395061,0.486898462,0.095238095,0.19266055,3.8465058004158186,0.151785714,0.455357142,0.392857142,0.068181818,0.25,24,3,13,16,12,5,52,5,0,5,147,0.3407,0.7097,"Vidal Brujan",20536,660644
"Juan Soto","- - -",,0.203313253,0.144578313,0.853496712,0.209923664,0.249376558,3.5400903857015344,0.161592505,0.470725995,0.367681498,0.171974522,0.2944,127,27,93,62,135,6,153,25,2,2,524,0.1987,0.7096,"Juan Soto",20123,665742
"Geraldo Perdomo","ARI",,0.1,0.206,0.547017039,0.067285383,0.243076923,5.453749863113649,0.214511041,0.466876971,0.318611987,0.04950495,0.2251,84,5,58,40,50,9,148,10,2,2,431,0.2396,0.7096,"Geraldo Perdomo",22799,672695
"Miguel Rojas","MIA",,0.051282051,0.120315581,0.605326317,0.087048833,0.257985257,3.859851139723028,0.208232445,0.469733656,0.322033898,0.045112781,0.2077,111,6,34,36,26,9,140,19,2,3,471,0.3445,0.7089,"Miguel Rojas",7802,500743
"LaMonte Wade Jr.","SFG",,0.103585657,0.20318725,0.664667887,0.152073733,0.232704402,3.8100786095413985,0.185628742,0.317365269,0.497005988,0.096385542,0.2367,45,8,29,26,26,1,77,7,1,0,217,0.2733,0.7081,"LaMonte Wade Jr.",18126,664774
"Ozzie Albies","ATL",,0.059479553,0.174721189,0.702587179,0.16194332,0.270408163,3.298783112148285,0.181372549,0.37745098,0.44117647,0.088888888,0.3235,61,8,36,35,16,3,64,16,0,5,247,0.452,0.7059,"Ozzie Albies",16556,645277
"Matt Vierling","PHI",,0.06442577,0.196078431,0.647687997,0.104615384,0.290196078,5.076794152706007,0.226923076,0.411538461,0.361538461,0.063829787,0.341,80,6,41,32,23,7,117,12,2,4,325,0.3159,0.7056,"Matt Vierling",21558,663837
"Carlos Santana","- - -",,0.140316205,0.173913043,0.692075602,0.174013921,0.208588957,1.0016700837499999,0.168604651,0.39244186,0.438953488,0.125827814,0.3507,87,19,52,60,71,0,131,18,0,0,431,0.2566,0.7042,"Carlos Santana",2396,467793
"Brandon Drury","- - -",,0.066901408,0.221830985,0.812700527,0.22972973,0.29347826,3.4833625906611427,0.196969696,0.409090909,0.393939393,0.179487179,0.351,136,28,87,87,38,2,138,31,2,3,518,0.3244,0.7035,"Brandon Drury",11615,592273
"Victor Reyes","DET",,0.038690476,0.229166666,0.650595237,0.107936508,0.322175732,3.731097643544674,0.242677824,0.443514644,0.313807531,0.04,0.2645,80,3,27,34,13,2,92,19,3,2,315,0.454,0.7029,"Victor Reyes",15487,622682
"Daniel Vogelbach","- - -",,0.158351409,0.247288503,0.792729254,0.194300519,0.290196078,1.50085033375,0.212454212,0.377289377,0.41025641,0.160714285,0.3297,92,18,47,59,73,0,130,19,1,0,386,0.229,0.701,"Daniel Vogelbach",14130,596129
"Kyle Farmer","CIN",,0.056603773,0.16981132,0.70090574,0.131178707,0.286396181,3.015990936114643,0.235565819,0.448036951,0.316397228,0.102189781,0.3034,134,14,58,78,33,4,145,25,1,3,526,0.3882,0.7008,"Kyle Farmer",14813,571657
"Jake Cronenworth","SDP",,0.102339181,0.191520467,0.721984154,0.151618399,0.275167785,4.338293497315424,0.169197396,0.353579175,0.477223427,0.077272727,0.2565,140,17,88,88,70,3,158,30,4,0,587,0.2544,0.6971,"Jake Cronenworth",18036,630105
"Rafael Ortega","CHC",,0.118598382,0.199460916,0.688218242,0.117088607,0.285123966,4.215792061859784,0.214574898,0.336032388,0.449392712,0.063063063,0.252,76,7,35,35,44,12,118,14,1,7,316,0.2888,0.697,"Rafael Ortega",10323,542364
"Brandon Nimmo","NYM",,0.105497771,0.172362555,0.799922799,0.158620689,0.31707317,4.713276034137172,0.177105831,0.505399568,0.3174946,0.108843537,0.3,159,16,102,64,71,3,151,30,7,2,580,0.2609,0.697,"Brandon Nimmo",12927,607043
"Spencer Steer","CIN",,0.101851851,0.24074074,0.631871344,0.115789474,0.268656716,2.259187211067637,0.188405797,0.434782608,0.376811594,0.076923076,0.2174,20,2,12,8,11,0,28,5,0,1,95,0.275,0.697,"Spencer Steer",26323,668715
"Elvis Andrus","- - -",,0.067590987,0.159445407,0.707031211,0.155140187,0.272300469,4.495728530539449,0.173120728,0.464692482,0.362186788,0.106918238,0.2957,133,17,66,58,39,18,149,32,0,4,535,0.3283,0.6961,"Elvis Andrus",8709,462101
"Tim Anderson","CHW",,0.039886039,0.156695156,0.733609652,0.093373494,0.346863468,5.55803477322007,0.241877256,0.548736462,0.209386281,0.103448275,0.2852,100,6,50,25,14,13,79,13,0,0,332,0.444,0.6944,"Tim Anderson",15172,641313
"Andrew Vaughn","CHW",,0.055855855,0.172972972,0.750132484,0.158823529,0.300995024,1.78594924,0.181384248,0.477326968,0.341288782,0.118881118,0.3126,138,17,60,76,31,0,134,28,1,0,510,0.3547,0.6944,"Andrew Vaughn",26197,683734
"Aledmys Díaz","HOU",,0.055045871,0.16207951,0.690740461,0.160655738,0.256198347,2.054616048046964,0.225296442,0.403162055,0.371541501,0.127659574,0.2874,74,12,35,38,18,1,92,13,0,1,305,0.3649,0.6929,"Aledmys Diaz",15937,649557
"Francisco Mejía","TBR",,0.023411371,0.217391304,0.644836883,0.138408305,0.292237442,1.80658953375,0.244444444,0.368888888,0.386666666,0.068965517,0.2311,70,6,32,31,7,0,93,22,0,0,289,0.5286,0.6923,"Francisco Mejia",16403,642336
"Thairo Estrada","SFG",,0.060998151,0.164510166,0.721812385,0.139344262,0.289743589,5.803265284568319,0.199494949,0.505050505,0.295454545,0.119658119,0.237,127,14,71,62,33,21,140,22,2,6,488,0.3553,0.6923,"Thairo Estrada",16426,642731
"Jonah Heim","TEX",,0.091111111,0.193333333,0.696792555,0.172413793,0.249180327,3.1911839091611416,0.175,0.390625,0.434375,0.115107913,0.324,92,16,51,48,41,2,127,20,1,0,406,0.3291,0.6923,"Jonah Heim",16930,641680
